Plan_ID,Gender,Age_Group,BMI_Category,Fitness_Goal,Activity_Level,Dietary_Preference,Medical_Conditions,Allergies_Intolerances,Exercise_Schedule,Meal_Plan,Nutritional_Facts,Est_Calories_Burned,Semantic_Description
PLAN_129,Any,18-25,Obese,Weight Loss,Intermediate,Any,Thyroid Disorder,Lactose Intolerance,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Oatmeal with berries (dairy-free). Lunch: Tuna salad wrap. Dinner: Grilled fish with roasted vegetables. Snacks: Apple slices.,"{Calories: 1300 kcal, Protein: 97g, Carbs: 146g, Fats: 36g}",2540,"PLAN_129: A any weight loss plan for a 18-25 year old any with obese BMI and thyroid disorder, managing lactose intolerance. Intermediate level exercise with 1300 kcal daily target."
PLAN_130,Any,36-50,Obese,Maintenance,Beginner,Halal,Heart Disease,,Monday: Slow walking 20 mins. Tuesday: Chair yoga 20 mins. Wednesday: Rest. Thursday: Water aerobics 25 mins. Friday: Walking 25 mins. Saturday: Gentle stretching 15 mins. Sunday: Rest.,Breakfast: Oatmeal with banana (no salt). Lunch: Grilled chicken with steamed vegetables. Dinner: Fish soup with brown rice (reduced sodium). Snacks: Fresh fruit.,"{Calories: 1300 kcal, Protein: 97g, Carbs: 146g, Fats: 36g}",1529,PLAN_130: A halal maintenance plan for a 36-50 year old any with obese BMI and heart disease. Beginner level exercise with 1300 kcal daily target.
PLAN_131,Male,26-35,Overweight,Weight Loss,Advanced,Keto,,,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Eggs with bacon and avocado. Lunch: Grilled chicken thighs with salad. Dinner: Beef stir fry with vegetables. Snacks: Cheese and olives.,"{Calories: 1800 kcal, Protein: 135g, Carbs: 67g, Fats: 110g}",4285,PLAN_131: A keto weight loss plan for a 26-35 year old male with overweight BMI. Advanced level exercise with 1800 kcal daily target.
PLAN_132,Any,50+,Normal,Muscle Gain,Advanced,Any,Asthma,Lactose Intolerance,Monday: Deadlifts and rows 60 mins. Tuesday: Plyometrics 30 mins. Wednesday: Bench and shoulder press 60 mins. Thursday: Rest. Friday: Squat variations 65 mins. Saturday: Functional fitness 45 mins. Sunday: Mobility work.,Breakfast: Protein oats with eggs and fruit. Lunch: Chicken pasta with vegetables. Dinner: Steak with sweet potatoes and salad. Snacks: Protein shake and banana.,"{Calories: 2700 kcal, Protein: 202g, Carbs: 303g, Fats: 75g}",4494,"PLAN_132: A any muscle gain plan for a 50+ year old any with normal BMI and asthma, managing lactose intolerance. Advanced level exercise with 2700 kcal daily target."
PLAN_133,Any,26-35,Obese,Weight Loss,Intermediate,Halal,Diabetes,Gluten Intolerance,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Eggs with gluten-free toast and tomatoes. Lunch: Rice bowl with halal beef and vegetables. Dinner: Grilled fish with brown rice. Snacks: Dates and almonds.,"{Calories: 1300 kcal, Protein: 97g, Carbs: 146g, Fats: 36g}",2525,"PLAN_133: A halal weight loss plan for a 26-35 year old any with obese BMI and diabetes, managing gluten intolerance. Intermediate level exercise with 1300 kcal daily target."
PLAN_134,Female,50+,Normal,Muscle Gain,Intermediate,Halal,Diabetes,,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Oats with dates and milk. Lunch: Grilled lamb with rice and salad. Dinner: Chicken curry with naan. Snacks: Banana smoothie and nuts.,"{Calories: 2400 kcal, Protein: 180g, Carbs: 270g, Fats: 66g}",2595,PLAN_134: A halal muscle gain plan for a 50+ year old female with normal BMI and diabetes. Intermediate level exercise with 2400 kcal daily target.
PLAN_135,Female,26-35,Obese,Weight Loss,Advanced,Vegan,Asthma,Shellfish Allergy,Monday: Jogging 35 mins. Tuesday: Resistance training 30 mins. Wednesday: Rest. Thursday: Cycling 40 mins. Friday: HIIT 20 mins. Saturday: Swimming 40 mins. Sunday: Stretching.,Breakfast: Avocado toast with tomatoes. Lunch: Chickpea salad wrap. Dinner: Tempeh and roasted vegetable bowl. Snacks: Edamame and fruit.,"{Calories: 1500 kcal, Protein: 112g, Carbs: 168g, Fats: 42g}",3737,"PLAN_135: A vegan weight loss plan for a 26-35 year old female with obese BMI and asthma, managing shellfish allergy. Advanced level exercise with 1500 kcal daily target."
PLAN_136,Any,18-25,Normal,Weight Loss,Beginner,Keto,Asthma,,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Eggs with bacon and avocado. Lunch: Grilled chicken thighs with salad. Dinner: Beef stir fry with vegetables. Snacks: Cheese and olives.,"{Calories: 1800 kcal, Protein: 135g, Carbs: 67g, Fats: 110g}",1302,PLAN_136: A keto weight loss plan for a 18-25 year old any with normal BMI and asthma. Beginner level exercise with 1800 kcal daily target.
PLAN_137,Male,36-50,Obese,Endurance/Stamina,Advanced,Keto,Thyroid Disorder,Nut Allergy,Monday: Marathon pace run 80 mins. Tuesday: Circuit training 40 mins. Wednesday: Cycling 60 mins. Thursday: Swimming 45 mins. Friday: Sprint drills 30 mins. Saturday: Long-distance cycling 90 mins. Sunday: Mobility work.,Breakfast: Eggs with bacon and avocado. Lunch: Grilled chicken thighs with salad. Dinner: Beef stir fry with vegetables. Snacks: Cheese and olives.,"{Calories: 2000 kcal, Protein: 150g, Carbs: 75g, Fats: 122g}",4238,"PLAN_137: A keto endurance/stamina plan for a 36-50 year old male with obese BMI and thyroid disorder, managing nut allergy. Advanced level exercise with 2000 kcal daily target."
PLAN_138,Male,36-50,Obese,Weight Loss,Advanced,Any,Asthma,Shellfish Allergy,Monday: Jogging 35 mins. Tuesday: Resistance training 30 mins. Wednesday: Rest. Thursday: Cycling 40 mins. Friday: HIIT 20 mins. Saturday: Swimming 40 mins. Sunday: Stretching.,Breakfast: Eggs and toast with fruit. Lunch: Turkey sandwich with salad. Dinner: Beef stir fry with rice. Snacks: Protein bar and banana.,"{Calories: 1400 kcal, Protein: 105g, Carbs: 157g, Fats: 39g}",4439,"PLAN_138: A any weight loss plan for a 36-50 year old male with obese BMI and asthma, managing shellfish allergy. Advanced level exercise with 1400 kcal daily target."
PLAN_139,Any,26-35,Overweight,Weight Loss,Advanced,Keto,Thyroid Disorder,,Monday: Jogging 35 mins. Tuesday: Resistance training 30 mins. Wednesday: Rest. Thursday: Cycling 40 mins. Friday: HIIT 20 mins. Saturday: Swimming 40 mins. Sunday: Stretching.,Breakfast: Eggs with bacon and avocado. Lunch: Grilled chicken thighs with salad. Dinner: Beef stir fry with vegetables. Snacks: Cheese and olives.,"{Calories: 1800 kcal, Protein: 135g, Carbs: 67g, Fats: 110g}",4370,PLAN_139: A keto weight loss plan for a 26-35 year old any with overweight BMI and thyroid disorder. Advanced level exercise with 1800 kcal daily target.
PLAN_140,Female,26-35,Normal,Weight Loss,Beginner,Any,Diabetes,,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Eggs and toast with fruit. Lunch: Turkey sandwich with salad. Dinner: Beef stir fry with rice. Snacks: Protein bar and banana.,"{Calories: 1700 kcal, Protein: 127g, Carbs: 191g, Fats: 47g}",1680,PLAN_140: A any weight loss plan for a 26-35 year old female with normal BMI and diabetes. Beginner level exercise with 1700 kcal daily target.
PLAN_141,Male,36-50,Underweight,Maintenance,Advanced,Keto,Diabetes,,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Eggs with bacon and avocado. Lunch: Grilled chicken thighs with salad. Dinner: Beef stir fry with vegetables. Snacks: Cheese and olives.,"{Calories: 2800 kcal, Protein: 210g, Carbs: 105g, Fats: 171g}",4338,PLAN_141: A keto maintenance plan for a 36-50 year old male with underweight BMI and diabetes. Advanced level exercise with 2800 kcal daily target.
PLAN_142,Female,26-35,Overweight,Weight Loss,Intermediate,Keto,Hypertension,Shellfish Allergy,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Egg white omelet with vegetables. Lunch: Poached salmon with salad. Dinner: Roasted chicken with zucchini. Snacks: Plain cheese cubes.,"{Calories: 1500 kcal, Protein: 112g, Carbs: 56g, Fats: 92g}",2536,"PLAN_142: A keto weight loss plan for a 26-35 year old female with overweight BMI and hypertension, managing shellfish allergy. Intermediate level exercise with 1500 kcal daily target."
PLAN_143,Female,50+,Normal,Endurance/Stamina,Advanced,Keto,Arthritis,Soy Allergy,Monday: Marathon pace run 80 mins. Tuesday: Circuit training 40 mins. Wednesday: Cycling 60 mins. Thursday: Swimming 45 mins. Friday: Sprint drills 30 mins. Saturday: Long-distance cycling 90 mins. Sunday: Mobility work.,Breakfast: Eggs with bacon and avocado. Lunch: Grilled chicken thighs with salad. Dinner: Beef stir fry with vegetables. Snacks: Cheese and olives.,"{Calories: 2600 kcal, Protein: 195g, Carbs: 97g, Fats: 159g}",2200,"PLAN_143: A keto endurance/stamina plan for a 50+ year old female with normal BMI and arthritis, managing soy allergy. Advanced level exercise with 2600 kcal daily target."
PLAN_144,Any,26-35,Obese,Maintenance,Intermediate,Vegan,Thyroid Disorder,Soy Allergy,Monday: Swimming 40 mins. Tuesday: Strength training 35 mins. Wednesday: Rest. Thursday: Jogging 30 mins. Friday: Pilates 30 mins. Saturday: Hiking 60 mins. Sunday: Stretching.,Breakfast: Oat porridge with berries. Lunch: Lentil and vegetable soup. Dinner: Chickpea curry with quinoa. Snacks: Apple with sunflower seed butter.,"{Calories: 1500 kcal, Protein: 112g, Carbs: 168g, Fats: 42g}",2832,"PLAN_144: A vegan maintenance plan for a 26-35 year old any with obese BMI and thyroid disorder, managing soy allergy. Intermediate level exercise with 1500 kcal daily target."
PLAN_145,Female,26-35,Underweight,Maintenance,Advanced,Vegan,,Nut Allergy,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Soy yogurt with granola and berries. Lunch: Tofu and vegetable stir fry with brown rice. Dinner: Lentil soup with crusty bread. Snacks: Hummus with carrot sticks.,"{Calories: 2900 kcal, Protein: 217g, Carbs: 326g, Fats: 80g}",4346,"PLAN_145: A vegan maintenance plan for a 26-35 year old female with underweight BMI, managing nut allergy. Advanced level exercise with 2900 kcal daily target."
PLAN_146,Male,18-25,Overweight,Weight Loss,Advanced,Keto,,Gluten Intolerance,Monday: Jogging 35 mins. Tuesday: Resistance training 30 mins. Wednesday: Rest. Thursday: Cycling 40 mins. Friday: HIIT 20 mins. Saturday: Swimming 40 mins. Sunday: Stretching.,Breakfast: Scrambled eggs with cream cheese. Lunch: Chicken Caesar salad (no croutons). Dinner: Pork chops with steamed broccoli. Snacks: Pepperoni slices.,"{Calories: 1900 kcal, Protein: 142g, Carbs: 71g, Fats: 116g}",4464,"PLAN_146: A keto weight loss plan for a 18-25 year old male with overweight BMI, managing gluten intolerance. Advanced level exercise with 1900 kcal daily target."
PLAN_147,Female,18-25,Obese,Weight Loss,Advanced,Keto,Hypertension,Gluten Intolerance,Monday: Jogging 35 mins. Tuesday: Resistance training 30 mins. Wednesday: Rest. Thursday: Cycling 40 mins. Friday: HIIT 20 mins. Saturday: Swimming 40 mins. Sunday: Stretching.,Breakfast: Scrambled eggs with cream cheese. Lunch: Chicken Caesar salad (no croutons). Dinner: Pork chops with steamed broccoli. Snacks: Pepperoni slices.,"{Calories: 1600 kcal, Protein: 120g, Carbs: 60g, Fats: 97g}",3800,"PLAN_147: A keto weight loss plan for a 18-25 year old female with obese BMI and hypertension, managing gluten intolerance. Advanced level exercise with 1600 kcal daily target."
PLAN_148,Female,26-35,Underweight,Weight Loss,Beginner,Halal,,Gluten Intolerance,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Gluten-free oats with dates and honey. Lunch: Grilled chicken with rice and salad. Dinner: Lamb stew with potatoes. Snacks: Fruit and yogurt.,"{Calories: 2100 kcal, Protein: 157g, Carbs: 236g, Fats: 58g}",1370,"PLAN_148: A halal weight loss plan for a 26-35 year old female with underweight BMI, managing gluten intolerance. Beginner level exercise with 2100 kcal daily target."
PLAN_149,Male,26-35,Normal,Weight Loss,Intermediate,Halal,Arthritis,Shellfish Allergy,Monday: Walking 30 mins. Tuesday: Chair yoga 20 mins. Wednesday: Rest. Thursday: Water aerobics 30 mins. Friday: Walking 35 mins. Saturday: Light resistance bands 20 mins. Sunday: Rest.,Breakfast: Vegetable omelet with toast. Lunch: Grilled chicken salad with rice. Dinner: Beef kebabs with grilled vegetables. Snacks: Dates and yogurt.,"{Calories: 1900 kcal, Protein: 142g, Carbs: 213g, Fats: 53g}",2200,"PLAN_149: A halal weight loss plan for a 26-35 year old male with normal BMI and arthritis, managing shellfish allergy. Intermediate level exercise with 1900 kcal daily target."
PLAN_150,Female,18-25,Normal,Muscle Gain,Advanced,Vegan,Diabetes,Soy Allergy,Monday: Deadlifts and rows 60 mins. Tuesday: Plyometrics 30 mins. Wednesday: Bench and shoulder press 60 mins. Thursday: Rest. Friday: Squat variations 65 mins. Saturday: Functional fitness 45 mins. Sunday: Mobility work.,Breakfast: Smoothie with oats and banana. Lunch: Black bean and rice bowl. Dinner: Roasted vegetable lentil stew. Snacks: Fruit salad.,"{Calories: 3000 kcal, Protein: 225g, Carbs: 337g, Fats: 83g}",4000,"PLAN_150: A vegan muscle gain plan for a 18-25 year old female with normal BMI and diabetes, managing soy allergy. Advanced level exercise with 3000 kcal daily target."
PLAN_151,Female,50+,Obese,Endurance/Stamina,Intermediate,Vegan,,,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Soy yogurt with granola and berries. Lunch: Tofu and vegetable stir fry with brown rice. Dinner: Lentil soup with crusty bread. Snacks: Hummus with carrot sticks.,"{Calories: 1600 kcal, Protein: 120g, Carbs: 180g, Fats: 44g}",2641,PLAN_151: A vegan endurance/stamina plan for a 50+ year old female with obese BMI. Intermediate level exercise with 1600 kcal daily target.
PLAN_152,Any,36-50,Overweight,Maintenance,Beginner,Any,Hypertension,,Monday: Light walking 20 mins. Tuesday: Gentle yoga 20 mins. Wednesday: Rest. Thursday: Resistance bands 20 mins. Friday: Walking 25 mins. Saturday: Stretching 20 mins. Sunday: Rest.,Breakfast: Oats with berries and yogurt. Lunch: Chicken wrap with salad. Dinner: Grilled fish with quinoa. Snacks: Yogurt and fruit.,"{Calories: 1500 kcal, Protein: 112g, Carbs: 168g, Fats: 42g}",1743,PLAN_152: A any maintenance plan for a 36-50 year old any with overweight BMI and hypertension. Beginner level exercise with 1500 kcal daily target.
PLAN_153,Female,50+,Obese,Maintenance,Advanced,Any,,Gluten Intolerance,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Gluten-free oats with banana. Lunch: Chicken and rice bowl. Dinner: Grilled fish with quinoa. Snacks: Almonds and berries.,"{Calories: 1600 kcal, Protein: 120g, Carbs: 180g, Fats: 44g}",3874,"PLAN_153: A any maintenance plan for a 50+ year old female with obese BMI, managing gluten intolerance. Advanced level exercise with 1600 kcal daily target."
PLAN_154,Any,18-25,Normal,Muscle Gain,Beginner,Any,,Soy Allergy,Monday: Light walking 20 mins. Tuesday: Gentle yoga 20 mins. Wednesday: Rest. Thursday: Resistance bands 20 mins. Friday: Walking 25 mins. Saturday: Stretching 20 mins. Sunday: Rest.,Breakfast: Protein oats with eggs and fruit. Lunch: Chicken pasta with vegetables. Dinner: Steak with sweet potatoes and salad. Snacks: Protein shake and banana.,"{Calories: 2500 kcal, Protein: 187g, Carbs: 281g, Fats: 69g}",1824,"PLAN_154: A any muscle gain plan for a 18-25 year old any with normal BMI, managing soy allergy. Beginner level exercise with 2500 kcal daily target."
PLAN_155,Male,50+,Underweight,Muscle Gain,Advanced,Keto,Arthritis,Shellfish Allergy,Monday: Heavy compound lifts 65 mins. Tuesday: Sprint intervals 25 mins. Wednesday: Upper body hypertrophy 60 mins. Thursday: Rest. Friday: Lower body power 65 mins. Saturday: Athletic drills 45 mins. Sunday: Recovery yoga.,Breakfast: Eggs with bacon and avocado. Lunch: Grilled chicken thighs with salad. Dinner: Beef stir fry with vegetables. Snacks: Cheese and olives.,"{Calories: 3100 kcal, Protein: 232g, Carbs: 116g, Fats: 189g}",2200,"PLAN_155: A keto muscle gain plan for a 50+ year old male with underweight BMI and arthritis, managing shellfish allergy. Advanced level exercise with 3100 kcal daily target."
PLAN_156,Female,50+,Overweight,Weight Loss,Advanced,Any,,Soy Allergy,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Eggs and toast with fruit. Lunch: Turkey sandwich with salad. Dinner: Beef stir fry with rice. Snacks: Protein bar and banana.,"{Calories: 1600 kcal, Protein: 120g, Carbs: 180g, Fats: 44g}",4172,"PLAN_156: A any weight loss plan for a 50+ year old female with overweight BMI, managing soy allergy. Advanced level exercise with 1600 kcal daily target."
PLAN_157,Any,36-50,Normal,Muscle Gain,Intermediate,Keto,Hypertension,Nut Allergy,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Egg white omelet with vegetables. Lunch: Poached salmon with salad. Dinner: Roasted chicken with zucchini. Snacks: Plain cheese cubes.,"{Calories: 2500 kcal, Protein: 187g, Carbs: 93g, Fats: 153g}",2461,"PLAN_157: A keto muscle gain plan for a 36-50 year old any with normal BMI and hypertension, managing nut allergy. Intermediate level exercise with 2500 kcal daily target."
PLAN_158,Any,26-35,Normal,Muscle Gain,Advanced,Any,Hypertension,Nut Allergy,Monday: Heavy compound lifts 65 mins. Tuesday: Sprint intervals 25 mins. Wednesday: Upper body hypertrophy 60 mins. Thursday: Rest. Friday: Lower body power 65 mins. Saturday: Athletic drills 45 mins. Sunday: Recovery yoga.,Breakfast: Protein oats with eggs and fruit. Lunch: Chicken pasta with vegetables. Dinner: Steak with sweet potatoes and salad. Snacks: Protein shake and banana.,"{Calories: 2900 kcal, Protein: 217g, Carbs: 326g, Fats: 80g}",3994,"PLAN_158: A any muscle gain plan for a 26-35 year old any with normal BMI and hypertension, managing nut allergy. Advanced level exercise with 2900 kcal daily target."
PLAN_159,Any,50+,Normal,Endurance/Stamina,Intermediate,Halal,Heart Disease,Gluten Intolerance,Monday: Walking 25 mins. Tuesday: Seated stretching 20 mins. Wednesday: Rest. Thursday: Light water exercises 20 mins. Friday: Walking 30 mins. Saturday: Tai chi 20 mins. Sunday: Rest.,Breakfast: Eggs with gluten-free toast and tomatoes. Lunch: Rice bowl with halal beef and vegetables. Dinner: Grilled fish with brown rice. Snacks: Dates and almonds.,"{Calories: 2300 kcal, Protein: 172g, Carbs: 258g, Fats: 64g}",2200,"PLAN_159: A halal endurance/stamina plan for a 50+ year old any with normal BMI and heart disease, managing gluten intolerance. Intermediate level exercise with 2300 kcal daily target."
PLAN_160,Any,50+,Obese,Maintenance,Intermediate,Keto,Asthma,,Monday: Cycling 40 mins. Tuesday: Bodyweight exercises 35 mins. Wednesday: Rest. Thursday: Yoga 30 mins. Friday: Brisk walking 40 mins. Saturday: Hiking 55 mins. Sunday: Stretching.,Breakfast: Smoked salmon with cream cheese. Lunch: Tuna salad with mayo. Dinner: Lamb chops with roasted vegetables. Snacks: Macadamia nuts.,"{Calories: 1300 kcal, Protein: 97g, Carbs: 48g, Fats: 80g}",2854,PLAN_160: A keto maintenance plan for a 50+ year old any with obese BMI and asthma. Intermediate level exercise with 1300 kcal daily target.
PLAN_161,Female,50+,Normal,Maintenance,Beginner,Vegan,Hypertension,Shellfish Allergy,Monday: Light walking 20 mins. Tuesday: Gentle yoga 20 mins. Wednesday: Rest. Thursday: Resistance bands 20 mins. Friday: Walking 25 mins. Saturday: Stretching 20 mins. Sunday: Rest.,Breakfast: Soy yogurt with granola and berries. Lunch: Tofu and vegetable stir fry with brown rice. Dinner: Lentil soup with crusty bread. Snacks: Hummus with carrot sticks.,"{Calories: 1800 kcal, Protein: 135g, Carbs: 202g, Fats: 50g}",1667,"PLAN_161: A vegan maintenance plan for a 50+ year old female with normal BMI and hypertension, managing shellfish allergy. Beginner level exercise with 1800 kcal daily target."
PLAN_162,Male,36-50,Overweight,Weight Loss,Advanced,Vegan,Hypertension,,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Soy yogurt with granola and berries. Lunch: Tofu and vegetable stir fry with brown rice. Dinner: Lentil soup with crusty bread. Snacks: Hummus with carrot sticks.,"{Calories: 1700 kcal, Protein: 127g, Carbs: 191g, Fats: 47g}",4093,PLAN_162: A vegan weight loss plan for a 36-50 year old male with overweight BMI and hypertension. Advanced level exercise with 1700 kcal daily target.
PLAN_163,Female,36-50,Underweight,Maintenance,Intermediate,Any,Asthma,Soy Allergy,Monday: Cycling 40 mins. Tuesday: Bodyweight exercises 35 mins. Wednesday: Rest. Thursday: Yoga 30 mins. Friday: Brisk walking 40 mins. Saturday: Hiking 55 mins. Sunday: Stretching.,Breakfast: Eggs and toast with fruit. Lunch: Turkey sandwich with salad. Dinner: Beef stir fry with rice. Snacks: Protein bar and banana.,"{Calories: 2500 kcal, Protein: 187g, Carbs: 281g, Fats: 69g}",2442,"PLAN_163: A any maintenance plan for a 36-50 year old female with underweight BMI and asthma, managing soy allergy. Intermediate level exercise with 2500 kcal daily target."
PLAN_164,Any,50+,Underweight,Weight Loss,Intermediate,Halal,Hypertension,Shellfish Allergy,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Eggs with cucumber and tomatoes. Lunch: Poached chicken salad. Dinner: Grilled lamb with zucchini. Snacks: Pear and herbal tea.,"{Calories: 2100 kcal, Protein: 157g, Carbs: 236g, Fats: 58g}",2788,"PLAN_164: A halal weight loss plan for a 50+ year old any with underweight BMI and hypertension, managing shellfish allergy. Intermediate level exercise with 2100 kcal daily target."
PLAN_165,Male,26-35,Obese,Weight Loss,Intermediate,Halal,Diabetes,Soy Allergy,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Oatmeal with fruit. Lunch: Lamb and vegetable soup with bread. Dinner: Grilled fish with couscous. Snacks: Orange slices.,"{Calories: 1300 kcal, Protein: 97g, Carbs: 146g, Fats: 36g}",2222,"PLAN_165: A halal weight loss plan for a 26-35 year old male with obese BMI and diabetes, managing soy allergy. Intermediate level exercise with 1300 kcal daily target."
PLAN_166,Male,18-25,Normal,Muscle Gain,Beginner,Keto,Heart Disease,Shellfish Allergy,Monday: Slow treadmill walk 20 mins. Tuesday: Gentle yoga 25 mins. Wednesday: Rest. Thursday: Water walking 25 mins. Friday: Stretching 20 mins. Saturday: Balance exercises 15 mins. Sunday: Rest.,Breakfast: Eggs with avocado. Lunch: Grilled fish salad. Dinner: Chicken with steamed vegetables (no added salt). Snacks: Unsalted nuts.,"{Calories: 2500 kcal, Protein: 187g, Carbs: 93g, Fats: 153g}",1208,"PLAN_166: A keto muscle gain plan for a 18-25 year old male with normal BMI and heart disease, managing shellfish allergy. Beginner level exercise with 2500 kcal daily target."
PLAN_167,Any,36-50,Underweight,Muscle Gain,Intermediate,Vegan,Arthritis,Gluten Intolerance,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Chia seed pudding with coconut milk. Lunch: Quinoa chickpea salad. Dinner: Vegetable curry with brown rice. Snacks: Mixed nuts and fruit.,"{Calories: 2900 kcal, Protein: 217g, Carbs: 326g, Fats: 80g}",2200,"PLAN_167: A vegan muscle gain plan for a 36-50 year old any with underweight BMI and arthritis, managing gluten intolerance. Intermediate level exercise with 2900 kcal daily target."
PLAN_168,Male,50+,Underweight,Endurance/Stamina,Intermediate,Any,Arthritis,,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Pancakes with eggs and fruit. Lunch: Turkey wrap with avocado. Dinner: Beef stir fry with rice. Snacks: Greek yogurt and nuts.,"{Calories: 2700 kcal, Protein: 202g, Carbs: 303g, Fats: 75g}",2200,PLAN_168: A any endurance/stamina plan for a 50+ year old male with underweight BMI and arthritis. Intermediate level exercise with 2700 kcal daily target.
PLAN_169,Female,36-50,Overweight,Maintenance,Intermediate,Keto,Diabetes,,Monday: Swimming 40 mins. Tuesday: Strength training 35 mins. Wednesday: Rest. Thursday: Jogging 30 mins. Friday: Pilates 30 mins. Saturday: Hiking 60 mins. Sunday: Stretching.,Breakfast: Smoked salmon with cream cheese. Lunch: Tuna salad with mayo. Dinner: Lamb chops with roasted vegetables. Snacks: Macadamia nuts.,"{Calories: 1700 kcal, Protein: 127g, Carbs: 63g, Fats: 104g}",2424,PLAN_169: A keto maintenance plan for a 36-50 year old female with overweight BMI and diabetes. Intermediate level exercise with 1700 kcal daily target.
PLAN_170,Any,50+,Underweight,Maintenance,Intermediate,Vegan,Thyroid Disorder,,Monday: Swimming 40 mins. Tuesday: Strength training 35 mins. Wednesday: Rest. Thursday: Jogging 30 mins. Friday: Pilates 30 mins. Saturday: Hiking 60 mins. Sunday: Stretching.,Breakfast: Soy yogurt with granola and berries. Lunch: Tofu and vegetable stir fry with brown rice. Dinner: Lentil soup with crusty bread. Snacks: Hummus with carrot sticks.,"{Calories: 2400 kcal, Protein: 180g, Carbs: 270g, Fats: 66g}",2894,PLAN_170: A vegan maintenance plan for a 50+ year old any with underweight BMI and thyroid disorder. Intermediate level exercise with 2400 kcal daily target.
